Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
753,NY,40.729839,-73.991781,10003,c:43416,New York,New York NY 10003,Stickybits,0,1/1/2009,8/1/2012,3/9/2010,5/19/2010,1.1836,1.3781,1.3288,3.1096,7,2,1900000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:43416,0,1,1,0,0,0,2.5,1,closed
495,NY,40.730646,-73.986614,10013,c:28162,New York,New York NY 10013,lifeIO,0,8/29/2006,3/3/2012,8/29/2008,8/29/2008,2.0027,2.0027,,,4,1,500000,0,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:28162,0,1,0,0,0,0,5.0,0,closed
959,NY,40.757929,-73.985506,10010,c:6011,New York,,Pinch Media,1,4/1/2008,,5/1/2008,1/6/2010,0.0822,1.7671,0.3014,5.0082,6,3,560001,5,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:6011,1,1,0,0,0,0,3.5,1,acquired
111,CA,37.40909600000001,-121.94319099999998,95134,c:14036,San Jose,,WiChorus,1,1/1/2005,,12/22/2005,11/4/2008,0.9726,3.8438,2.0,2.0,18,4,42500000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:14036,1,0,1,1,1,0,2.5,1,acquired
820,NY,40.730646,-73.986614,10005,c:46901,New York,New York NY 10005,easy2comply (Dynasec),1,1/1/2002,,10/2/2007,10/2/2007,5.7534,5.7534,8.0055,9.8356,4,1,1000000,2,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46901,0,0,1,0,0,0,3.0,1,acquired
298,CA,38.88521,-76.998641,94107,c:18056,San Francisco,,Socialize,1,7/1/2008,,11/1/2011,6/7/2012,3.337,3.937,-2.4986,4.7205,5,3,1820000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:18056,0,1,0,0,0,0,1.0,0,acquired
124,CA,37.862592,-122.493561,94939,c:14608,Larkspur,,mFoundry,1,1/1/2004,,3/21/2006,12/5/2011,2.2192,7.9315,1.6685,9.0904,7,3,40300000,5,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:14608,1,0,0,1,1,0,4.0,1,acquired
784,CA,37.779281,-122.419236,94108,c:44976,San Francisco,San Francisco CA 94108,Crowdcast,1,1/1/2007,,6/10/2010,6/10/2010,3.4411,3.4411,4.0027,5.7178,6,1,6000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:44976,0,0,1,0,0,0,2.0,1,acquired
869,CA,37.779281,-122.419236,94103,c:51332,San Francisco,San Francisco CA 94103,Storify,1,12/11/2009,,7/1/2009,2/3/2011,-0.4466,1.1479,3.0603,3.7479,14,3,2023000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:51332,0,1,1,0,0,0,1.3333,1,acquired
1041,CA,37.424298,-122.139809,94306,c:73586,Palo Alto,Palo Alto CA 94306,Onavo,1,1/1/2010,,5/1/2011,1/24/2012,1.3288,2.063,3.2493,3.7836,11,2,13000000,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:73586,0,0,1,1,0,0,3.0,1,acquired
576,CA,37.386778,-121.966277,95054,c:32011,Santa Clara,Santa Clara CA 95054,Accept Software,1,1/1/2002,,9/16/2005,12/14/2010,3.7096,8.9562,4.0027,4.0027,7,4,25305000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:32011,1,0,1,1,1,0,2.0,1,acquired
368,CA,37.444531,-122.163352,94301,c:22203,Palo Alto,,Milo,1,1/1/2008,,11/1/2008,11/24/2009,0.8356,1.8986,2.3014,3.8356,21,2,4950000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:22203,0,1,1,0,0,0,12.5,1,acquired
19,CA,37.37968400000001,-121.97514,95054,c:10512,Santa Clara,,Mimosa Systems,1,8/29/2003,,12/5/2005,1/12/2010,2.2712,6.3781,,,8,6,53816776,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:10512,1,0,0,1,1,1,5.0,1,acquired
18,NY,37.809782,-122.417306,10003,c:105,New York,,Surphace,1,6/1/2005,,4/1/2005,5/1/2006,-0.1671,0.9151,2.674,8.3836,15,2,3500000,4,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:105,0,0,1,1,0,0,5.5,1,acquired
966,CA,34.01695,-118.451933,90405,c:6049,Santa Monica,,TeleFlip,0,1/1/2004,1/1/2008,8/1/2006,1/1/2008,2.5836,4.0027,2.0301,4.6164,5,2,4900000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:6049,0,0,1,1,0,0,1.0,1,closed
95,CA,37.381876,-121.95993,95054,c:13681,Santa Clara,,SkyPilot Networks,1,1/1/2000,,1/1/2001,4/1/2008,1.0027,8.2548,,,6,4,68400000,0,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:13681,1,0,1,0,1,1,4.0,1,acquired
360,CA,37.779281,-122.419236,94103,c:21762,San Francisco,San Francisco CA 94103,Zencoder,1,1/1/2007,,2/1/2010,4/12/2011,3.0877,4.2795,3.6356,4.6685,7,2,2000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:21762,0,1,1,0,0,0,8.5,1,acquired
1152,NY,40.73901,-73.997259,10011,c:9822,New York,New York NY 10011,DailyBurn,1,10/1/2007,,5/1/2008,5/26/2009,0.5836,1.6521,0.6329,4.263,6,2,540000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:9822,0,1,0,0,0,0,2.5,1,acquired
650,NY,40.750519,-73.993494,10001,c:37635,New York,New York NY 10001,Venmo,1,4/4/2009,,5/7/2010,8/1/2011,1.0904,2.326,2.8301,4.6904,8,2,1200000,2,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:37635,0,1,1,0,0,0,6.0,1,acquired
585,CA,32.88945,-117.166929,92121,c:3267,San Diego,,Tapioca Mobile,0,1/1/2008,7/9/2012,9/1/2007,3/25/2008,-0.3342,0.2301,,,5,2,5000000,0,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:3267,1,1,0,0,0,0,1.0,1,closed
1067,NY,40.728425,-73.999882,10012,c:77139,New York,New York NY 10012,BestVendor,1,1/1/2011,,3/18/2011,2/1/2012,0.2082,1.0849,0.1616,2.6521,3,4,4200000,3,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:77139,0,1,1,0,0,0,3.0,1,acquired
1080,CA,37.222698,-121.979887,95030,c:80259,Los Gatos,Los Gatos CA 95030,Eyeona,0,1/1/2011,11/1/2012,10/10/2011,10/10/2011,0.7726,0.7726,0.3123,1.1479,3,1,2000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:80259,0,0,0,0,0,0,1.0,0,closed
300,CA,37.561111,-122.27048700000002,94404,c:18080,Foster City,,Etology,0,6/1/2005,12/25/2011,11/13/2006,11/13/2006,1.4521,1.4521,,,0,1,4000000,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:18080,0,0,1,0,0,0,3.0,0,closed
914,CA,37.391642,-122.09393500000002,94040,c:55592,Mountain View,Mountain View CA 94040,Wander (f. YongoPal),0,1/1/2010,7/1/2013,4/1/2010,1/1/2011,0.2466,1.0,1.1616,1.1616,3,5,185000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:55592,1,1,0,0,0,0,2.0,1,closed
886,CA,34.066697,-118.383367,90211,c:53304,Beverly Hills,Beverly Hills CA 90211,GeekStatus,0,8/1/2010,6/1/2013,2/10/2009,6/12/2010,-1.4712,-0.13699999999999998,,,0,4,435953,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:53304,0,1,0,0,0,0,1.0,0,closed
972,CA,38.223032,-122.261642,94558,c:6150,Napa,,Inertia Beverage Group,0,10/22/2004,1/16/2013,4/2/2007,1/1/2012,2.4438,7.1973,-2.0575,6.8767,6,3,25500100,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:6150,1,0,0,1,0,0,2.5,1,closed
808,CA,37.779281,-122.419236,94103,c:46129,San Francisco,San Francisco CA 94103,Sponge,1,1/1/2010,,4/19/2010,4/19/2010,0.2959,0.2959,1.5863,1.6658,3,1,400000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:46129,0,1,0,0,0,0,1.0,1,acquired
257,CA,37.393679,-122.079017,94041,c:173,Mountain View,,Meebo,1,2/1/2005,,10/1/2005,12/20/2010,0.6629999999999999,5.8849,6.211,8.6082,29,5,70000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:173,0,0,1,1,1,1,2.8,1,acquired
922,CA,37.441537,-122.158332,94301,c:56580,Palo Alto,Palo Alto CA 94301,Generic Media,0,1/1/2000,1/28/2011,8/26/2005,8/26/2005,5.6548,5.6548,,,0,1,2500000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:56580,1,0,0,0,0,0,2.0,1,closed
677,CA,37.779281,-122.419236,94110,c:38794,San Francisco,San Francisco CA 94110,Hello Chair,0,1/1/2006,7/1/2013,6/1/2007,4/12/2010,1.4137,4.2795,1.3288,5.1836,5,2,889999,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:38794,1,1,0,0,0,0,3.5,1,closed
933,CA,37.573045,-122.2823,94404,c:58018,Foster City,Foster City CA 94404,Encentuate,1,1/1/2001,,3/22/2005,3/22/2005,4.2219,4.2219,3.0,3.0,6,1,16000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:58018,0,0,0,1,0,0,3.0,1,acquired
1133,CA,37.762185,-122.467269,94104,c:921,San Francisco,,Consorte Media,1,7/1/2005,,12/1/2007,12/1/2007,2.4192,2.4192,2.5041,8.3973,5,1,7000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:921,0,0,0,1,0,0,2.0,1,acquired
864,CA,34.018275,-118.495025,90401,c:512,Santa Monica,,Docstoc,1,8/1/2007,,11/1/2007,4/28/2008,0.2521,0.7425,4.2082,6.3479,22,2,4000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:512,0,0,1,1,0,0,3.0,1,acquired
444,CA,37.7611016,-122.4160008,94110,c:25808,San Francisco,,TwtBks,0,6/20/2009,3/3/2012,6/26/2009,6/26/2009,0.0164,0.0164,,,3,1,25000,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:25808,0,1,0,0,0,0,1.0,0,closed
337,CA,37.484347,-122.225803,94063,c:20117,Redwood City,Redwood City CA 94063,Zenprise,1,1/1/2003,,6/6/2005,1/1/2012,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:20117,1,0,0,1,1,0,3.6667,1,acquired
14,CA,40.787878000000006,-74.388207,94402,c:10398,San Mateo,,Picateers,0,1/1/2005,11/1/2011,1/1/2006,8/25/2008,1.0,3.6493,3.4986,3.4986,10,2,12100000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:10398,0,0,1,1,0,0,1.0,1,closed
132,CA,37.779281,-122.419236,94111,c:14854,San Francisco,San Francisco CA 94111,Vontu,1,1/1/2001,,3/21/2005,8/11/2006,4.2192,5.6110000000000015,5.0027,5.0027,9,2,20000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:14854,0,0,0,0,1,1,4.5,1,acquired
1056,NY,40.750519,-73.993494,10001,c:76274,New York,New York NY 10001,Sonar.me,0,1/1/2010,7/17/2013,1/1/2012,1/1/2012,2.0,2.0,1.0274,3.1644,8,1,200000,3,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:76274,0,1,0,0,0,0,2.0,1,closed
564,CA,37.391727,-122.077597,94041,c:3180,Mountain View,,Krillion,1,5/1/2006,,6/14/2006,6/14/2006,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3180,0,0,1,0,0,0,2.0,1,acquired
805,CA,34.054935,-118.244476,90064,c:46042,Los Angeles,Los Angeles CA 90064,NextMedium,0,1/1/2004,12/24/2011,2/1/2005,7/24/2006,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46042,0,0,1,1,0,0,2.5,1,closed
518,CA,37.426316,-122.141082,94306,c:2953,Palo Alto,,Kapow Software,1,1/1/2005,,2/1/2005,1/13/2010,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:2953,0,0,0,1,1,0,2.5,1,acquired
438,CA,37.382162,-122.036301,94086,c:25688,Sunnyvale,,Azingo,0,1/1/2005,8/11/2009,10/1/2006,7/18/2008,1.7479,3.5452,2.0,2.0,4,2,80000000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:25688,0,0,1,1,0,0,1.0,0,closed
468,CA,37.387845,-122.055197,94089,c:27,Sunnyvale,,Plaxo,1,11/17/2002,,11/1/2002,2/1/2007,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:27,0,0,1,1,1,1,2.5,1,acquired
325,CA,37.550954,-122.315396,94303,c:1957,Palo Alto,,Sharetivity,0,7/7/2007,11/11/2012,5/1/2006,5/1/2006,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1957,0,0,0,0,0,0,1.0,0,closed
942,NY,40.730646,-73.986614,10018,c:58699,New York City,New York City NY 10018,Hashable,0,1/1/2010,7/25/2012,11/22/2010,11/22/2010,0.8904,0.8904,1.3288,2.526,15,1,4000000,2,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:58699,0,0,1,0,0,0,3.0,1,closed
1025,NY,40.650104,-73.94958199999998,11201,c:70893,Brooklyn,Brooklyn NY 11201,Loosecubes,0,1/1/2010,1/1/2012,1/1/2010,6/5/2012,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:70893,0,1,1,0,0,0,4.0,1,closed
366,CA,37.4484914,-122.1802812,94025,c:22113,Menlo Park,,Factery,0,4/1/2009,1/17/2013,9/10/2009,9/10/2009,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:22113,1,0,0,0,0,0,2.0,1,closed
819,CA,34.054935,-118.244476,90039,c:46893,Los Angeles,Los Angeles CA 90039,HeadCase Humanufacturing,0,1/1/2006,1/1/2012,8/28/2006,8/28/2006,0.6548,0.6548,,,3,1,900000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46893,0,0,1,0,0,0,1.0,1,closed
203,CA,37.486368,-122.230116,94063,c:1628,Redwood City,,Qik,1,6/1/2006,,4/9/2008,1/6/2011,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1628,1,0,0,1,1,0,2.25,1,acquired
779,CA,34.172904,-118.37403700000002,91601,c:4453,North Hollywood,North Hollywood CA 91601,EQAL,1,4/1/2008,,4/16/2008,5/23/2011,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:4453,1,0,1,0,0,0,7.0,1,acquired
545,NY,40.743808,-73.983626,10010,c:3094,New York,,Next New Networks,1,3/1/2007,,1/1/2007,12/29/2010,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3094,0,0,1,1,1,0,3.5,1,acquired
202,CA,37.430025,-122.09998,94043,c:16276,Mountain View,,Sensory Networks,1,1/1/2003,,10/10/2005,1/1/2008,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:16276,1,0,0,0,1,0,5.0,1,acquired
710,CA,37.491356,-122.228843,94025,c:410,Menlo Park,,Flock,1,1/1/2005,,1/1/2005,5/21/2008,0.0,3.3863,5.3973,8.7123,17,5,28300000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:410,0,1,1,1,1,1,2.0,1,acquired
741,CA,37.391642,-122.09393500000002,94040,c:431,Mountain View,Mountain View CA 94040,TimeBridge,1,5/1/2005,,7/5/2005,5/11/2009,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:431,1,0,1,1,0,0,1.6667,1,acquired
761,CA,37.779281,-122.419236,94105,c:43832,San Francisco,San Francisco CA 94105,Loyalty Lab,1,1/1/2003,,3/22/2005,4/29/2010,2.2219,7.3288,7.0055,7.0055,4,3,11000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:43832,1,1,0,1,0,0,1.6667,1,acquired
1144,CA,37.3725243,-122.035963,94086,c:9669,Sunnyvale,,ZManda,1,1/1/2005,,1/1/2005,5/22/2007,0.0,2.3863,,,5,2,13000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:9669,0,0,1,1,0,0,2.5,1,acquired
43,CA,37.79402,-122.4031242,94111,c:11438,San Francisco,,PicApp,1,1/1/2008,,9/17/2008,9/17/2008,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:11438,0,0,1,0,0,0,1.0,1,acquired
796,CA,37.538352,-122.299665,94403,c:45428,San Mateo,San Mateo CA 94403,Composite Software,1,1/1/2002,,1/1/2002,10/24/2012,0.0,10.8192,9.5863,9.5863,28,3,14650003,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:45428,0,1,0,0,0,1,1.0,0,acquired
210,CA,37.7710177,-122.4025976,94110,c:16365,San Francisco,,Terracotta,1,1/1/2003,,2/27/2006,9/1/2008,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16365,1,0,0,1,0,0,5.0,1,acquired
1038,CA,37.453687,-122.228595,94401,c:732,San Mateo,,Attributor,1,10/1/2005,,1/28/2006,6/10/2010,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:732,0,0,1,1,1,1,4.0,1,acquired
306,CA,37.552262,-122.292146,94403,c:1853,San Mateo,,Greenplum Software,1,6/1/2003,,3/1/2006,1/1/2008,2.7507,4.589,7.9205,9.211,21,4,61000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:1853,0,0,1,1,1,0,3.0,1,acquired
269,CA,37.4587657,-122.1725191,94025,c:17542,Menlo Park,,Intelliden,1,1/1/2000,,12/21/2005,5/22/2007,5.9753,7.3918,4.0027,4.0027,5,3,80000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17542,1,0,0,0,0,1,4.0,1,acquired
773,CA,37.288326,-121.945633,95008-2069,c:44268,Campbell,Campbell CA 95008-2069,Forrst,1,1/25/2010,,3/24/2011,3/24/2011,1.1589,1.1589,-0.0658,2.9616,3,1,205000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:44268,0,1,0,0,0,0,7.0,1,acquired
374,CA,37.566123,-122.323045,94401,c:2272,San Mateo,,Smalltown,0,1/15/2005,1/4/2010,11/1/2005,11/1/2005,0.7945,0.7945,2.0466,3.326,7,1,4000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2272,0,0,1,0,0,0,1.0,0,closed
856,CA,37.406914,-122.09037,94043,c:5043,Mountain View,Mountain View CA 94043,Skyrider,0,1/1/2003,10/15/2008,10/23/2006,3/5/2008,3.811,5.1781,1.7507,3.589,2,2,17000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:5043,1,0,0,0,1,0,3.0,1,closed
729,NY,40.750519,-73.993494,10001,c:42193,New York,New York NY 10001,SkillSlate,1,1/1/2009,,10/20/2010,10/20/2010,1.8,1.8,1.9151,1.9151,8,1,1100000,1,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:42193,0,1,0,0,0,0,8.0,1,acquired
12,CA,37.424298,-122.139809,94306,c:103204,Palo Alto,Palo Alto CA 94306,PlayerDuel,0,1/1/2011,5/1/2013,9/5/2011,6/13/2012,0.6767,1.4493,0.0,0.0,2,2,21189,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:103204,1,1,0,0,0,0,1.0,1,closed
915,CA,37.386778,-121.966277,95054,c:55829,Santa Clara,Santa Clara CA 95054,PANTA Systems,0,1/1/2002,2/14/2011,5/1/2005,5/1/2005,3.3315,3.3315,,,0,1,9500000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:55829,1,0,0,0,0,0,2.0,0,closed
236,NY,40.730646,-73.986614,10012,c:167795,NYC,NYC NY 10012,spotdock,0,11/15/2011,6/1/2013,1/10/2012,1/10/2012,0.1534,0.1534,,,4,1,600000,0,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:167795,0,1,0,0,0,0,2.0,0,closed
851,CA,37.406914,-122.09037,94043,c:50076,Mountain View,Mountain View CA 94043,Clever Sense,1,4/11/2008,,6/17/2010,8/1/2011,2.1836,3.3068,2.7260000000000004,3.5425,6,2,2000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:50076,1,0,1,0,0,0,1.5,1,acquired
188,CA,37.386665,-122.084171,94040,c:1613,Mountain View,,Ribbit,1,2/23/2005,,10/1/2006,12/17/2007,1.6027,2.8137,3.4301,7.411,14,2,11000000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1613,0,0,1,1,0,0,2.0,1,acquired
791,CA,37.386778,-121.966277,95054,c:45339,Santa Clara,Santa Clara CA 95054,Azaire Networks,0,1/1/2003,12/29/2011,8/25/2006,8/25/2006,3.6493,3.6493,,,2,1,21000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:45339,0,0,0,0,1,0,4.0,1,closed
990,CA,37.779281,-122.419236,94105,c:63731,San Francisco,San Francisco CA 94105,Weatherista,0,8/16/2010,9/1/2012,8/15/2010,8/15/2010,-0.0027,-0.0027,0.0356,0.0356,2,1,500000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:63731,0,1,0,0,0,0,1.0,0,closed
887,CA,37.409147,-122.01546299999998,94089,c:5347,Sunnyvale,,VirtualLogix,1,1/1/2002,,1/1/2004,1/12/2010,2.0,8.0356,6.5863,6.5863,9,4,29288979,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:5347,1,0,1,1,1,0,2.6667,1,acquired
62,CA,37.351894,-122.085807,94024,c:1223,Los Altos,,SezWho,1,10/1/2006,,10/1/2007,10/1/2007,1.0,1.0,1.2521,5.2548,4,1,1000000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1223,0,0,1,0,0,0,1.0,0,acquired
499,CA,37.4063024,-122.1088743,94040,c:28403,Mountain View,,HighlightCam,0,7/27/2009,10/30/2013,6/1/2009,11/29/2011,-0.1534,2.3425,0.063,1.5836,8,2,3000000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:28403,0,1,1,0,0,0,3.5,1,closed
74,CA,37.391642,-122.09393500000002,94040,c:1283,Mountain View,Mountain View CA 94040,MerchantCircle,1,10/1/2005,,6/5/2006,9/1/2007,0.6767,1.9178,4.9781,6.6548,13,2,14300000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1283,0,0,1,1,0,0,4.5,1,acquired
146,CA,37.417002,-122.07871000000002,94043,c:15122,Mountain View,,Kace networks,1,1/1/2003,,7/25/2005,5/22/2006,2.5644,3.389,8.1452,8.1452,7,2,11000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:15122,1,0,0,1,0,0,1.5,1,acquired
844,CA,40.234451,-111.658656,94103,c:4961,San Francisco,,Zinch,1,2/1/2007,,12/1/2007,10/20/2009,0.8301,2.7178,4.2466,4.7918,17,2,5000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:4961,1,1,0,0,0,0,1.0,1,acquired
238,CA,37.404044,-121.978956,95054,c:16874,Santa Clara,,BroadLight,1,6/1/2000,,11/17/2005,9/11/2007,5.4658,7.2822,10.5918,10.5918,5,3,27000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16874,0,0,0,0,0,1,6.0,1,acquired
684,CA,37.779281,-122.419236,94133,c:39399,San Francisco,San Francisco CA 94133,Sweepery,0,8/1/2008,6/29/2011,9/1/2008,12/1/2009,0.0849,1.3342,,,6,2,500000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:39399,0,0,0,0,0,0,1.0,1,closed
850,CA,37.626166,-122.411025,94066,c:49960,San Bruno,San Bruno CA 94066,SocialShield,1,9/1/2009,,10/5/2010,10/5/2010,1.0932,1.0932,1.6137,2.1671,6,1,10000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:49960,0,0,1,0,0,0,7.0,1,acquired
82,CA,37.384717,-122.081625,94040,c:1309,Mountain View,,Loopt,1,1/1/2005,,6/1/2005,5/3/2010,0.4137,5.3370000000000015,5.5205,7.189,21,4,32006000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1309,0,1,1,1,1,0,1.6667,1,acquired
334,CA,37.775196,-122.419204,94103,c:200,San Francisco,,Seesmic,1,6/1/2007,,11/1/2007,2/1/2011,0.4192,3.674,0.8932,5.2767,24,3,16000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:200,0,0,1,1,1,0,5.6667,1,acquired
205,CA,32.7154,-117.1565,92128,c:16285,San Diego,,ID Analytics,1,1/1/2002,,5/1/2002,5/16/2007,0.3288,5.3726,9.0055,9.0055,9,3,35150000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:16285,0,0,1,1,1,0,3.0,1,acquired
113,CA,37.782103,-122.401116,94108,c:142,San Francisco,,Bebo,1,1/6/2005,,5/1/2006,5/1/2006,1.3151,1.3151,6.4658,8.8411,30,1,15000000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:142,0,0,1,0,0,0,1.0,1,acquired
